Progressive Communication Training Log
==================================================
Expansion every 10000 cycles
Add 2 symbols and 1 sequence length per expansion
Size Accuracy: Now using distance-based metric (1.0 = perfect, decreases with distance)
==================================================

Cycle 1: Loss=13.4737, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.087, Content_Acc1=0.333, Size_Acc2=0.036, Content_Acc2=0.000, SizeErr1=10.5, SizeErr2=26.5
Cycle 127: Loss=1.2595, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.552, Content_Acc1=0.036, Size_Acc2=0.600, Content_Acc2=0.027, SizeErr1=0.0, SizeErr2=2.0
Cycle 128: Loss=1.4750, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.552, Content_Acc1=0.033, Size_Acc2=0.584, Content_Acc2=0.027, SizeErr1=2.0, SizeErr2=2.0
Cycle 129: Loss=1.5604, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.568, Content_Acc1=0.033, Size_Acc2=0.568, Content_Acc2=0.027, SizeErr1=2.0, SizeErr2=2.0
Cycle 130: Loss=1.5625, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.568, Content_Acc1=0.036, Size_Acc2=0.568, Content_Acc2=0.029, SizeErr1=2.0, SizeErr2=2.0
Cycle 131: Loss=1.5726, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.568, Content_Acc1=0.036, Size_Acc2=0.568, Content_Acc2=0.031, SizeErr1=2.0, SizeErr2=2.0
Cycle 132: Loss=1.3981, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.568, Content_Acc1=0.033, Size_Acc2=0.584, Content_Acc2=0.029, SizeErr1=2.0, SizeErr2=0.0
Cycle 133: Loss=1.8343, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.552, Content_Acc1=0.033, Size_Acc2=0.584, Content_Acc2=0.027, SizeErr1=4.0, SizeErr2=2.0
Cycle 134: Loss=1.6798, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.552, Content_Acc1=0.033, Size_Acc2=0.584, Content_Acc2=0.027, SizeErr1=4.0, SizeErr2=2.0
Cycle 135: Loss=1.4159, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.552, Content_Acc1=0.033, Size_Acc2=0.584, Content_Acc2=0.027, SizeErr1=2.0, SizeErr2=2.0
Cycle 136: Loss=1.4057, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.568, Content_Acc1=0.033, Size_Acc2=0.584, Content_Acc2=0.029, SizeErr1=2.0, SizeErr2=2.0
Cycle 137: Loss=1.4649, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.552, Content_Acc1=0.036, Size_Acc2=0.600, Content_Acc2=0.029, SizeErr1=4.0, SizeErr2=0.0
Cycle 138: Loss=1.4909, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.536, Content_Acc1=0.038, Size_Acc2=0.600, Content_Acc2=0.029, SizeErr1=2.0, SizeErr2=2.0
Cycle 139: Loss=1.4693, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.536, Content_Acc1=0.038, Size_Acc2=0.600, Content_Acc2=0.029, SizeErr1=2.0, SizeErr2=2.0
Cycle 140: Loss=1.6260, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.536, Content_Acc1=0.038, Size_Acc2=0.584, Content_Acc2=0.031, SizeErr1=2.0, SizeErr2=4.0
Cycle 141: Loss=1.4732, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.536, Content_Acc1=0.038, Size_Acc2=0.600, Content_Acc2=0.031, SizeErr1=2.0, SizeErr2=2.0
Cycle 142: Loss=1.4643, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.536, Content_Acc1=0.038, Size_Acc2=0.600, Content_Acc2=0.031, SizeErr1=2.0, SizeErr2=2.0
Cycle 143: Loss=1.4476, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.552, Content_Acc1=0.036, Size_Acc2=0.600, Content_Acc2=0.031, SizeErr1=2.0, SizeErr2=2.0
Cycle 144: Loss=1.4111, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.568, Content_Acc1=0.033, Size_Acc2=0.616, Content_Acc2=0.029, SizeErr1=2.0, SizeErr2=0.0
Cycle 145: Loss=1.4509, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.568, Content_Acc1=0.031, Size_Acc2=0.616, Content_Acc2=0.029, SizeErr1=2.0, SizeErr2=2.0
Cycle 146: Loss=1.4545, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.568, Content_Acc1=0.029, Size_Acc2=0.616, Content_Acc2=0.029, SizeErr1=2.0, SizeErr2=2.0
Cycle 147: Loss=1.5839, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.552, Content_Acc1=0.029, Size_Acc2=0.616, Content_Acc2=0.029, SizeErr1=4.0, SizeErr2=2.0
Cycle 148: Loss=1.2459, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.536, Content_Acc1=0.029, Size_Acc2=0.632, Content_Acc2=0.029, SizeErr1=4.0, SizeErr2=0.0
Cycle 149: Loss=1.5684, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.552, Content_Acc1=0.029, Size_Acc2=0.648, Content_Acc2=0.027, SizeErr1=2.0, SizeErr2=2.0
Cycle 150: Loss=1.5699, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.552, Content_Acc1=0.031, Size_Acc2=0.648, Content_Acc2=0.027, SizeErr1=2.0, SizeErr2=2.0
Cycle 151: Loss=1.5517, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.552, Content_Acc1=0.031, Size_Acc2=0.632, Content_Acc2=0.027, SizeErr1=0.0, SizeErr2=4.0
Cycle 152: Loss=1.5749, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.536, Content_Acc1=0.031, Size_Acc2=0.632, Content_Acc2=0.029, SizeErr1=2.0, SizeErr2=2.0
Cycle 153: Loss=1.5165, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.536, Content_Acc1=0.033, Size_Acc2=0.632, Content_Acc2=0.031, SizeErr1=2.0, SizeErr2=2.0
Cycle 154: Loss=1.5105, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.536, Content_Acc1=0.033, Size_Acc2=0.632, Content_Acc2=0.031, SizeErr1=2.0, SizeErr2=2.0
Cycle 155: Loss=1.4608, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.536, Content_Acc1=0.033, Size_Acc2=0.616, Content_Acc2=0.031, SizeErr1=2.0, SizeErr2=4.0
Cycle 156: Loss=1.4739, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.536, Content_Acc1=0.033, Size_Acc2=0.632, Content_Acc2=0.029, SizeErr1=2.0, SizeErr2=0.0
Cycle 157: Loss=1.4949, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.536, Content_Acc1=0.033, Size_Acc2=0.616, Content_Acc2=0.029, SizeErr1=2.0, SizeErr2=2.0
Cycle 158: Loss=1.4773, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.552, Content_Acc1=0.031, Size_Acc2=0.616, Content_Acc2=0.029, SizeErr1=2.0, SizeErr2=2.0
Cycle 159: Loss=1.5082, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.568, Content_Acc1=0.029, Size_Acc2=0.616, Content_Acc2=0.029, SizeErr1=2.0, SizeErr2=2.0
Cycle 160: Loss=1.4594, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.568, Content_Acc1=0.027, Size_Acc2=0.616, Content_Acc2=0.031, SizeErr1=2.0, SizeErr2=2.0
Cycle 161: Loss=1.1553, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.568, Content_Acc1=0.024, Size_Acc2=0.632, Content_Acc2=0.029, SizeErr1=2.0, SizeErr2=0.0
Cycle 162: Loss=1.7293, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.568, Content_Acc1=0.024, Size_Acc2=0.616, Content_Acc2=0.029, SizeErr1=4.0, SizeErr2=2.0
Cycle 163: Loss=1.8405, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.568, Content_Acc1=0.024, Size_Acc2=0.600, Content_Acc2=0.031, SizeErr1=2.0, SizeErr2=4.0
Cycle 164: Loss=1.2572, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.584, Content_Acc1=0.022, Size_Acc2=0.600, Content_Acc2=0.033, SizeErr1=0.0, SizeErr2=2.0
Cycle 165: Loss=1.4611, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.584, Content_Acc1=0.020, Size_Acc2=0.616, Content_Acc2=0.031, SizeErr1=2.0, SizeErr2=2.0
Cycle 166: Loss=1.6483, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.568, Content_Acc1=0.022, Size_Acc2=0.616, Content_Acc2=0.029, SizeErr1=4.0, SizeErr2=2.0
Cycle 167: Loss=1.4157, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.568, Content_Acc1=0.024, Size_Acc2=0.616, Content_Acc2=0.029, SizeErr1=2.0, SizeErr2=2.0
Cycle 168: Loss=1.3949, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.568, Content_Acc1=0.027, Size_Acc2=0.616, Content_Acc2=0.029, SizeErr1=2.0, SizeErr2=2.0
Cycle 169: Loss=1.3945, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.568, Content_Acc1=0.027, Size_Acc2=0.616, Content_Acc2=0.029, SizeErr1=2.0, SizeErr2=0.0
Cycle 170: Loss=1.4226, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.552, Content_Acc1=0.029, Size_Acc2=0.616, Content_Acc2=0.027, SizeErr1=4.0, SizeErr2=2.0
Cycle 171: Loss=1.3563, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.552, Content_Acc1=0.029, Size_Acc2=0.600, Content_Acc2=0.027, SizeErr1=2.0, SizeErr2=4.0
Cycle 172: Loss=1.2797, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.584, Content_Acc1=0.027, Size_Acc2=0.600, Content_Acc2=0.027, SizeErr1=0.0, SizeErr2=2.0
Cycle 173: Loss=1.4491, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.600, Content_Acc1=0.024, Size_Acc2=0.584, Content_Acc2=0.027, SizeErr1=2.0, SizeErr2=2.0
Cycle 174: Loss=1.4722, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.600, Content_Acc1=0.022, Size_Acc2=0.584, Content_Acc2=0.027, SizeErr1=2.0, SizeErr2=2.0
Cycle 175: Loss=1.7616, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.584, Content_Acc1=0.022, Size_Acc2=0.600, Content_Acc2=0.027, SizeErr1=4.0, SizeErr2=0.0
Cycle 176: Loss=1.4535, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.568, Content_Acc1=0.024, Size_Acc2=0.616, Content_Acc2=0.027, SizeErr1=2.0, SizeErr2=2.0
Cycle 177: Loss=1.4431, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.568, Content_Acc1=0.027, Size_Acc2=0.616, Content_Acc2=0.027, SizeErr1=2.0, SizeErr2=2.0
Cycle 178: Loss=1.1467, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.584, Content_Acc1=0.024, Size_Acc2=0.632, Content_Acc2=0.024, SizeErr1=0.0, SizeErr2=0.0
Cycle 179: Loss=1.3656, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.600, Content_Acc1=0.022, Size_Acc2=0.632, Content_Acc2=0.024, SizeErr1=0.0, SizeErr2=2.0
Cycle 180: Loss=1.7242, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.600, Content_Acc1=0.020, Size_Acc2=0.632, Content_Acc2=0.024, SizeErr1=2.0, SizeErr2=4.0
Cycle 181: Loss=1.4667, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.600, Content_Acc1=0.020, Size_Acc2=0.616, Content_Acc2=0.024, SizeErr1=2.0, SizeErr2=2.0
Cycle 182: Loss=1.8371, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.584, Content_Acc1=0.022, Size_Acc2=0.600, Content_Acc2=0.027, SizeErr1=4.0, SizeErr2=4.0
Cycle 183: Loss=1.4311, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.584, Content_Acc1=0.024, Size_Acc2=0.600, Content_Acc2=0.029, SizeErr1=2.0, SizeErr2=2.0
Cycle 184: Loss=1.4030, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.584, Content_Acc1=0.027, Size_Acc2=0.600, Content_Acc2=0.029, SizeErr1=2.0, SizeErr2=2.0
Cycle 185: Loss=1.2804, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.600, Content_Acc1=0.027, Size_Acc2=0.600, Content_Acc2=0.029, SizeErr1=0.0, SizeErr2=2.0
Cycle 186: Loss=1.5242, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.600, Content_Acc1=0.027, Size_Acc2=0.568, Content_Acc2=0.031, SizeErr1=2.0, SizeErr2=4.0
Cycle 187: Loss=1.5134, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.600, Content_Acc1=0.027, Size_Acc2=0.568, Content_Acc2=0.033, SizeErr1=4.0, SizeErr2=2.0
Cycle 188: Loss=1.4121, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.600, Content_Acc1=0.027, Size_Acc2=0.584, Content_Acc2=0.033, SizeErr1=2.0, SizeErr2=2.0
Cycle 189: Loss=1.6040, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.584, Content_Acc1=0.027, Size_Acc2=0.568, Content_Acc2=0.033, SizeErr1=2.0, SizeErr2=4.0
Cycle 190: Loss=1.3867, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.584, Content_Acc1=0.027, Size_Acc2=0.568, Content_Acc2=0.033, SizeErr1=2.0, SizeErr2=2.0
Cycle 191: Loss=1.3129, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.616, Content_Acc1=0.024, Size_Acc2=0.568, Content_Acc2=0.033, SizeErr1=0.0, SizeErr2=2.0
Cycle 192: Loss=1.4269, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.616, Content_Acc1=0.022, Size_Acc2=0.568, Content_Acc2=0.031, SizeErr1=2.0, SizeErr2=2.0
Cycle 193: Loss=1.4470, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.616, Content_Acc1=0.020, Size_Acc2=0.568, Content_Acc2=0.029, SizeErr1=2.0, SizeErr2=2.0
Cycle 194: Loss=1.5204, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.616, Content_Acc1=0.022, Size_Acc2=0.536, Content_Acc2=0.031, SizeErr1=2.0, SizeErr2=4.0
Cycle 195: Loss=1.5103, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.632, Content_Acc1=0.022, Size_Acc2=0.536, Content_Acc2=0.033, SizeErr1=2.0, SizeErr2=2.0
Cycle 196: Loss=1.4766, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.632, Content_Acc1=0.024, Size_Acc2=0.552, Content_Acc2=0.031, SizeErr1=2.0, SizeErr2=2.0
Cycle 197: Loss=1.4857, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.616, Content_Acc1=0.024, Size_Acc2=0.552, Content_Acc2=0.031, SizeErr1=2.0, SizeErr2=2.0
Cycle 198: Loss=1.3978, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.616, Content_Acc1=0.024, Size_Acc2=0.568, Content_Acc2=0.031, SizeErr1=2.0, SizeErr2=0.0
Cycle 199: Loss=1.6729, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.600, Content_Acc1=0.027, Size_Acc2=0.568, Content_Acc2=0.031, SizeErr1=4.0, SizeErr2=2.0
Cycle 200: Loss=1.2797, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.632, Content_Acc1=0.024, Size_Acc2=0.552, Content_Acc2=0.031, SizeErr1=0.0, SizeErr2=2.0
Cycle 201: Loss=1.4297, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.632, Content_Acc1=0.022, Size_Acc2=0.552, Content_Acc2=0.029, SizeErr1=2.0, SizeErr2=2.0
Cycle 202: Loss=1.2973, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.648, Content_Acc1=0.020, Size_Acc2=0.552, Content_Acc2=0.029, SizeErr1=0.0, SizeErr2=2.0
Cycle 203: Loss=1.6633, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.616, Content_Acc1=0.022, Size_Acc2=0.536, Content_Acc2=0.031, SizeErr1=4.0, SizeErr2=2.0
Cycle 204: Loss=1.2405, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.616, Content_Acc1=0.022, Size_Acc2=0.536, Content_Acc2=0.033, SizeErr1=0.0, SizeErr2=2.0
Cycle 205: Loss=1.6610, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.600, Content_Acc1=0.024, Size_Acc2=0.552, Content_Acc2=0.031, SizeErr1=4.0, SizeErr2=2.0
Cycle 206: Loss=1.3006, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.600, Content_Acc1=0.027, Size_Acc2=0.568, Content_Acc2=0.031, SizeErr1=2.0, SizeErr2=0.0
Cycle 207: Loss=1.2789, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.616, Content_Acc1=0.024, Size_Acc2=0.600, Content_Acc2=0.029, SizeErr1=2.0, SizeErr2=0.0
Cycle 208: Loss=1.3076, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.632, Content_Acc1=0.022, Size_Acc2=0.600, Content_Acc2=0.027, SizeErr1=0.0, SizeErr2=2.0
Cycle 209: Loss=1.7765, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.616, Content_Acc1=0.022, Size_Acc2=0.584, Content_Acc2=0.027, SizeErr1=4.0, SizeErr2=4.0
Cycle 210: Loss=1.4197, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.600, Content_Acc1=0.024, Size_Acc2=0.584, Content_Acc2=0.027, SizeErr1=2.0, SizeErr2=2.0
Cycle 211: Loss=1.3439, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.616, Content_Acc1=0.024, Size_Acc2=0.600, Content_Acc2=0.027, SizeErr1=0.0, SizeErr2=2.0
Cycle 212: Loss=1.4402, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.632, Content_Acc1=0.022, Size_Acc2=0.600, Content_Acc2=0.024, SizeErr1=2.0, SizeErr2=2.0
Cycle 213: Loss=1.5893, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.616, Content_Acc1=0.022, Size_Acc2=0.584, Content_Acc2=0.024, SizeErr1=4.0, SizeErr2=4.0
Cycle 214: Loss=1.4514, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.616, Content_Acc1=0.022, Size_Acc2=0.600, Content_Acc2=0.022, SizeErr1=2.0, SizeErr2=2.0
Cycle 215: Loss=1.3777, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.616, Content_Acc1=0.022, Size_Acc2=0.600, Content_Acc2=0.022, SizeErr1=2.0, SizeErr2=2.0
Cycle 216: Loss=1.4023, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.600, Content_Acc1=0.022, Size_Acc2=0.600, Content_Acc2=0.022, SizeErr1=2.0, SizeErr2=2.0
Cycle 217: Loss=1.4417, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.600, Content_Acc1=0.024, Size_Acc2=0.600, Content_Acc2=0.022, SizeErr1=2.0, SizeErr2=2.0
Cycle 218: Loss=1.6449, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.600, Content_Acc1=0.027, Size_Acc2=0.584, Content_Acc2=0.024, SizeErr1=2.0, SizeErr2=4.0
Cycle 219: Loss=1.4558, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.600, Content_Acc1=0.027, Size_Acc2=0.600, Content_Acc2=0.024, SizeErr1=2.0, SizeErr2=2.0
Cycle 220: Loss=1.6407, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.584, Content_Acc1=0.027, Size_Acc2=0.600, Content_Acc2=0.024, SizeErr1=4.0, SizeErr2=2.0
Cycle 221: Loss=1.2840, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.584, Content_Acc1=0.024, Size_Acc2=0.616, Content_Acc2=0.024, SizeErr1=2.0, SizeErr2=0.0
Cycle 222: Loss=1.4471, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.584, Content_Acc1=0.024, Size_Acc2=0.616, Content_Acc2=0.022, SizeErr1=2.0, SizeErr2=2.0
Cycle 223: Loss=1.4627, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.584, Content_Acc1=0.024, Size_Acc2=0.600, Content_Acc2=0.022, SizeErr1=2.0, SizeErr2=2.0
Cycle 224: Loss=1.4157, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.600, Content_Acc1=0.022, Size_Acc2=0.600, Content_Acc2=0.024, SizeErr1=2.0, SizeErr2=2.0
Cycle 225: Loss=1.4399, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.584, Content_Acc1=0.024, Size_Acc2=0.600, Content_Acc2=0.027, SizeErr1=2.0, SizeErr2=2.0
Cycle 226: Loss=1.4123, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.584, Content_Acc1=0.027, Size_Acc2=0.600, Content_Acc2=0.029, SizeErr1=2.0, SizeErr2=2.0
Cycle 227: Loss=1.4241, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.568, Content_Acc1=0.029, Size_Acc2=0.600, Content_Acc2=0.027, SizeErr1=2.0, SizeErr2=2.0
Cycle 228: Loss=1.4483, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.584, Content_Acc1=0.027, Size_Acc2=0.600, Content_Acc2=0.024, SizeErr1=2.0, SizeErr2=2.0
Cycle 229: Loss=1.4419, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.568, Content_Acc1=0.027, Size_Acc2=0.600, Content_Acc2=0.022, SizeErr1=2.0, SizeErr2=2.0
Cycle 230: Loss=1.3636, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.584, Content_Acc1=0.024, Size_Acc2=0.616, Content_Acc2=0.022, SizeErr1=2.0, SizeErr2=0.0
Cycle 231: Loss=1.4246, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.584, Content_Acc1=0.022, Size_Acc2=0.600, Content_Acc2=0.024, SizeErr1=2.0, SizeErr2=2.0
Cycle 232: Loss=1.4234, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.584, Content_Acc1=0.022, Size_Acc2=0.584, Content_Acc2=0.027, SizeErr1=2.0, SizeErr2=2.0
Cycle 233: Loss=1.5254, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.568, Content_Acc1=0.022, Size_Acc2=0.568, Content_Acc2=0.029, SizeErr1=2.0, SizeErr2=4.0
Cycle 234: Loss=1.3665, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.568, Content_Acc1=0.022, Size_Acc2=0.600, Content_Acc2=0.027, SizeErr1=4.0, SizeErr2=0.0
Cycle 235: Loss=1.4116, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.568, Content_Acc1=0.022, Size_Acc2=0.600, Content_Acc2=0.024, SizeErr1=2.0, SizeErr2=2.0
Cycle 236: Loss=1.4732, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.552, Content_Acc1=0.024, Size_Acc2=0.584, Content_Acc2=0.024, SizeErr1=2.0, SizeErr2=4.0
Cycle 237: Loss=1.4189, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.552, Content_Acc1=0.027, Size_Acc2=0.584, Content_Acc2=0.027, SizeErr1=2.0, SizeErr2=2.0
Cycle 238: Loss=1.3849, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.568, Content_Acc1=0.027, Size_Acc2=0.616, Content_Acc2=0.024, SizeErr1=2.0, SizeErr2=0.0
Cycle 239: Loss=1.3510, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.584, Content_Acc1=0.027, Size_Acc2=0.616, Content_Acc2=0.024, SizeErr1=0.0, SizeErr2=2.0
Cycle 240: Loss=1.3991, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.584, Content_Acc1=0.027, Size_Acc2=0.616, Content_Acc2=0.024, SizeErr1=2.0, SizeErr2=2.0
Cycle 241: Loss=1.4164, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.584, Content_Acc1=0.027, Size_Acc2=0.616, Content_Acc2=0.027, SizeErr1=2.0, SizeErr2=2.0
Cycle 242: Loss=1.6540, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.568, Content_Acc1=0.027, Size_Acc2=0.616, Content_Acc2=0.029, SizeErr1=4.0, SizeErr2=2.0
Cycle 243: Loss=1.3931, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.568, Content_Acc1=0.027, Size_Acc2=0.648, Content_Acc2=0.027, SizeErr1=2.0, SizeErr2=0.0
Cycle 244: Loss=1.3463, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.568, Content_Acc1=0.027, Size_Acc2=0.664, Content_Acc2=0.024, SizeErr1=2.0, SizeErr2=0.0
Cycle 245: Loss=1.5825, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.568, Content_Acc1=0.027, Size_Acc2=0.664, Content_Acc2=0.022, SizeErr1=4.0, SizeErr2=2.0
Cycle 246: Loss=1.6087, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.568, Content_Acc1=0.027, Size_Acc2=0.632, Content_Acc2=0.024, SizeErr1=2.0, SizeErr2=4.0
Cycle 247: Loss=1.3772, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.584, Content_Acc1=0.027, Size_Acc2=0.632, Content_Acc2=0.024, SizeErr1=0.0, SizeErr2=2.0
Cycle 248: Loss=1.4256, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.584, Content_Acc1=0.027, Size_Acc2=0.632, Content_Acc2=0.027, SizeErr1=2.0, SizeErr2=2.0
Cycle 249: Loss=1.4266, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.584, Content_Acc1=0.027, Size_Acc2=0.632, Content_Acc2=0.027, SizeErr1=2.0, SizeErr2=2.0
Cycle 250: Loss=1.2815, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.584, Content_Acc1=0.024, Size_Acc2=0.648, Content_Acc2=0.024, SizeErr1=2.0, SizeErr2=0.0
Cycle 251: Loss=1.4307, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.584, Content_Acc1=0.022, Size_Acc2=0.648, Content_Acc2=0.022, SizeErr1=2.0, SizeErr2=2.0
Cycle 252: Loss=1.5705, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.584, Content_Acc1=0.020, Size_Acc2=0.632, Content_Acc2=0.024, SizeErr1=2.0, SizeErr2=4.0
Cycle 253: Loss=1.6486, Mode=joint, Vocab=2, SeqLen=1, Size_Acc1=0.568, Content_Acc1=0.022, Size_Acc2=0.616, Content_Acc2=0.027, SizeErr1=4.0, SizeErr2=4.0
